round,group,name,i__agg_log,li,lr,money__agg_log,r__agg_log
47,agent,agent7,7.0,7.0,47.0,4.799999999999999,47.0
47,agent,agent8,8.0,8.0,47.0,4.799999999999999,47.0
47,agent,agent9,9.0,9.0,47.0,4.799999999999999,47.0
48,agent,agent0,0.0,0.0,48.0,4.899999999999999,48.0
48,agent,agent1,1.0,1.0,48.0,4.899999999999999,48.0
48,agent,agent2,2.0,2.0,48.0,4.899999999999999,48.0
48,agent,agent3,3.0,3.0,48.0,4.899999999999999,48.0
48,agent,agent4,4.0,4.0,48.0,4.899999999999999,48.0
48,agent,agent5,5.0,5.0,48.0,4.899999999999999,48.0
48,agent,agent6,6.0,6.0,48.0,4.899999999999999,48.0
48,agent,agent7,7.0,7.0,48.0,4.899999999999999,48.0
48,agent,agent8,8.0,8.0,48.0,4.899999999999999,48.0
48,agent,agent9,9.0,9.0,48.0,4.899999999999999,48.0
49,agent,agent0,0.0,0.0,49.0,4.999999999999998,49.0
49,agent,agent1,1.0,1.0,49.0,4.999999999999998,49.0
49,agent,agent2,2.0,2.0,49.0,4.999999999999998,49.0
49,agent,agent3,3.0,3.0,49.0,4.999999999999998,49.0
49,agent,agent4,4.0,4.0,49.0,4.999999999999998,49.0
49,agent,agent5,5.0,5.0,49.0,4.999999999999998,49.0
49,agent,agent6,6.0,6.0,49.0,4.999999999999998,49.0
49,agent,agent7,7.0,7.0,49.0,4.999999999999998,49.0
49,agent,agent8,8.0,8.0,49.0,4.999999999999998,49.0
49,agent,agent9,9.0,9.0,49.0,4.999999999999998,49.0
5,agent,agent0,0.0,0.0,5.0,0.6,5.0
5,agent,agent1,1.0,1.0,5.0,0.6,5.0
5,agent,agent2,2.0,2.0,5.0,0.6,5.0
5,agent,agent3,3.0,3.0,5.0,0.6,5.0
5,agent,agent4,4.0,4.0,5.0,0.6,5.0
5,agent,agent5,5.0,5.0,5.0,0.6,5.0
5,agent,agent6,6.0,6.0,5.0,0.6,5.0
5,agent,agent7,7.0,7.0,5.0,0.6,5.0
5,agent,agent8,8.0,8.0,5.0,0.6,5.0
5,agent,agent9,9.0,9.0,5.0,0.6,5.0
50,agent,agent0,0.0,0.0,50.0,5.099999999999998,50.0
50,agent,agent1,1.0,1.0,50.0,5.099999999999998,50.0
50,agent,agent2,2.0,2.0,50.0,5.099999999999998,50.0
50,agent,agent3,3.0,3.0,50.0,5.099999999999998,50.0
50,agent,agent4,4.0,4.0,50.0,5.099999999999998,50.0
50,agent,agent5,5.0,5.0,50.0,5.099999999999998,50.0
50,agent,agent6,6.0,6.0,50.0,5.099999999999998,50.0
50,agent,agent7,7.0,7.0,50.0,5.099999999999998,50.0
50,agent,agent8,8.0,8.0,50.0,5.099999999999998,50.0
50,agent,agent9,9.0,9.0,50.0,5.099999999999998,50.0
51,agent,agent0,0.0,0.0,51.0,5.1999999999999975,51.0
51,agent,agent1,1.0,1.0,51.0,5.1999999999999975,51.0
51,agent,agent2,2.0,2.0,51.0,5.1999999999999975,51.0
51,agent,agent3,3.0,3.0,51.0,5.1999999999999975,51.0
51,agent,agent4,4.0,4.0,51.0,5.1999999999999975,51.0
51,agent,agent5,5.0,5.0,51.0,5.1999999999999975,51.0
51,agent,agent6,6.0,6.0,51.0,5.1999999999999975,51.0
51,agent,agent7,7.0,7.0,51.0,5.1999999999999975,51.0
51,agent,agent8,8.0,8.0,51.0,5.1999999999999975,51.0
51,agent,agent9,9.0,9.0,51.0,5.1999999999999975,51.0
52,agent,agent0,0.0,0.0,52.0,5.299999999999997,52.0
52,agent,agent1,1.0,1.0,52.0,5.299999999999997,52.0
52,agent,agent2,2.0,2.0,52.0,5.299999999999997,52.0
52,agent,agent3,3.0,3.0,52.0,5.299999999999997,52.0
52,agent,agent4,4.0,4.0,52.0,5.299999999999997,52.0
52,agent,agent5,5.0,5.0,52.0,5.299999999999997,52.0
52,agent,agent6,6.0,6.0,52.0,5.299999999999997,52.0
52,agent,agent7,7.0,7.0,52.0,5.299999999999997,52.0
52,agent,agent8,8.0,8.0,52.0,5.299999999999997,52.0
52,agent,agent9,9.0,9.0,52.0,5.299999999999997,52.0
53,agent,agent0,0.0,0.0,53.0,5.399999999999997,53.0
53,agent,agent1,1.0,1.0,53.0,5.399999999999997,53.0
53,agent,agent2,2.0,2.0,53.0,5.399999999999997,53.0
53,agent,agent3,3.0,3.0,53.0,5.399999999999997,53.0
53,agent,agent4,4.0,4.0,53.0,5.399999999999997,53.0
53,agent,agent5,5.0,5.0,53.0,5.399999999999997,53.0
53,agent,agent6,6.0,6.0,53.0,5.399999999999997,53.0
53,agent,agent7,7.0,7.0,53.0,5.399999999999997,53.0
53,agent,agent8,8.0,8.0,53.0,5.399999999999997,53.0
53,agent,agent9,9.0,9.0,53.0,5.399999999999997,53.0
54,agent,agent0,0.0,0.0,54.0,5.4999999999999964,54.0
54,agent,agent1,1.0,1.0,54.0,5.4999999999999964,54.0
54,agent,agent2,2.0,2.0,54.0,5.4999999999999964,54.0
54,agent,agent3,3.0,3.0,54.0,5.4999999999999964,54.0
54,agent,agent4,4.0,4.0,54.0,5.4999999999999964,54.0
54,agent,agent5,5.0,5.0,54.0,5.4999999999999964,54.0
54,agent,agent6,6.0,6.0,54.0,5.4999999999999964,54.0
54,agent,agent7,7.0,7.0,54.0,5.4999999999999964,54.0
54,agent,agent8,8.0,8.0,54.0,5.4999999999999964,54.0
54,agent,agent9,9.0,9.0,54.0,5.4999999999999964,54.0
55,agent,agent0,0.0,0.0,55.0,5.599999999999996,55.0
55,agent,agent1,1.0,1.0,55.0,5.599999999999996,55.0
55,agent,agent2,2.0,2.0,55.0,5.599999999999996,55.0
55,agent,agent3,3.0,3.0,55.0,5.599999999999996,55.0
55,agent,agent4,4.0,4.0,55.0,5.599999999999996,55.0
55,agent,agent5,5.0,5.0,55.0,5.599999999999996,55.0
55,agent,agent6,6.0,6.0,55.0,5.599999999999996,55.0
55,agent,agent7,7.0,7.0,55.0,5.599999999999996,55.0
55,agent,agent8,8.0,8.0,55.0,5.599999999999996,55.0
55,agent,agent9,9.0,9.0,55.0,5.599999999999996,55.0
56,agent,agent0,0.0,0.0,56.0,5.699999999999996,56.0
56,agent,agent1,1.0,1.0,56.0,5.699999999999996,56.0
56,agent,agent2,2.0,2.0,56.0,5.699999999999996,56.0
56,agent,agent3,3.0,3.0,56.0,5.699999999999996,56.0
56,agent,agent4,4.0,4.0,56.0,5.699999999999996,56.0
56,agent,agent5,5.0,5.0,56.0,5.699999999999996,56.0
56,agent,agent6,6.0,6.0,56.0,5.699999999999996,56.0
56,agent,agent7,7.0,7.0,56.0,5.699999999999996,56.0
56,agent,agent8,8.0,8.0,56.0,5.699999999999996,56.0
56,agent,agent9,9.0,9.0,56.0,5.699999999999996,56.0
57,agent,agent0,0.0,0.0,57.0,5.799999999999995,57.0
57,agent,agent1,1.0,1.0,57.0,5.799999999999995,57.0
57,agent,agent2,2.0,2.0,57.0,5.799999999999995,57.0
57,agent,agent3,3.0,3.0,57.0,5.799999999999995,57.0
57,agent,agent4,4.0,4.0,57.0,5.799999999999995,57.0
57,agent,agent5,5.0,5.0,57.0,5.799999999999995,57.0
57,agent,agent6,6.0,6.0,57.0,5.799999999999995,57.0
57,agent,agent7,7.0,7.0,57.0,5.799999999999995,57.0
57,agent,agent8,8.0,8.0,57.0,5.799999999999995,57.0
57,agent,agent9,9.0,9.0,57.0,5.799999999999995,57.0
58,agent,agent0,0.0,0.0,58.0,5.899999999999995,58.0
58,agent,agent1,1.0,1.0,58.0,5.899999999999995,58.0
58,agent,agent2,2.0,2.0,58.0,5.899999999999995,58.0
58,agent,agent3,3.0,3.0,58.0,5.899999999999995,58.0
58,agent,agent4,4.0,4.0,58.0,5.899999999999995,58.0
58,agent,agent5,5.0,5.0,58.0,5.899999999999995,58.0
58,agent,agent6,6.0,6.0,58.0,5.899999999999995,58.0
58,agent,agent7,7.0,7.0,58.0,5.899999999999995,58.0
58,agent,agent8,8.0,8.0,58.0,5.899999999999995,58.0
58,agent,agent9,9.0,9.0,58.0,5.899999999999995,58.0
59,agent,agent0,0.0,0.0,59.0,5.999999999999995,59.0
59,agent,agent1,1.0,1.0,59.0,5.999999999999995,59.0
59,agent,agent2,2.0,2.0,59.0,5.999999999999995,59.0
59,agent,agent3,3.0,3.0,59.0,5.999999999999995,59.0
59,agent,agent4,4.0,4.0,59.0,5.999999999999995,59.0
59,agent,agent5,5.0,5.0,59.0,5.999999999999995,59.0
59,agent,agent6,6.0,6.0,59.0,5.999999999999995,59.0
59,agent,agent7,7.0,7.0,59.0,5.999999999999995,59.0
59,agent,agent8,8.0,8.0,59.0,5.999999999999995,59.0
59,agent,agent9,9.0,9.0,59.0,5.999999999999995,59.0
6,agent,agent0,0.0,0.0,6.0,0.7,6.0
6,agent,agent1,1.0,1.0,6.0,0.7,6.0
6,agent,agent2,2.0,2.0,6.0,0.7,6.0
6,agent,agent3,3.0,3.0,6.0,0.7,6.0
6,agent,agent4,4.0,4.0,6.0,0.7,6.0
6,agent,agent5,5.0,5.0,6.0,0.7,6.0
6,agent,agent6,6.0,6.0,6.0,0.7,6.0
6,agent,agent7,7.0,7.0,6.0,0.7,6.0
6,agent,agent8,8.0,8.0,6.0,0.7,6.0
6,agent,agent9,9.0,9.0,6.0,0.7,6.0
60,agent,agent0,0.0,0.0,60.0,6.099999999999994,60.0
60,agent,agent1,1.0,1.0,60.0,6.099999999999994,60.0
60,agent,agent2,2.0,2.0,60.0,6.099999999999994,60.0
60,agent,agent3,3.0,3.0,60.0,6.099999999999994,60.0
60,agent,agent4,4.0,4.0,60.0,6.099999999999994,60.0
60,agent,agent5,5.0,5.0,60.0,6.099999999999994,60.0
60,agent,agent6,6.0,6.0,60.0,6.099999999999994,60.0
60,agent,agent7,7.0,7.0,60.0,6.099999999999994,60.0
60,agent,agent8,8.0,8.0,60.0,6.099999999999994,60.0
60,agent,agent9,9.0,9.0,60.0,6.099999999999994,60.0
61,agent,agent0,0.0,0.0,61.0,6.199999999999994,61.0
61,agent,agent1,1.0,1.0,61.0,6.199999999999994,61.0
61,agent,agent2,2.0,2.0,61.0,6.199999999999994,61.0
61,agent,agent3,3.0,3.0,61.0,6.199999999999994,61.0
61,agent,agent4,4.0,4.0,61.0,6.199999999999994,61.0
61,agent,agent5,5.0,5.0,61.0,6.199999999999994,61.0
61,agent,agent6,6.0,6.0,61.0,6.199999999999994,61.0
61,agent,agent7,7.0,7.0,61.0,6.199999999999994,61.0
61,agent,agent8,8.0,8.0,61.0,6.199999999999994,61.0
61,agent,agent9,9.0,9.0,61.0,6.199999999999994,61.0
62,agent,agent0,0.0,0.0,62.0,6.299999999999994,62.0
62,agent,agent1,1.0,1.0,62.0,6.299999999999994,62.0
62,agent,agent2,2.0,2.0,62.0,6.299999999999994,62.0
62,agent,agent3,3.0,3.0,62.0,6.299999999999994,62.0
62,agent,agent4,4.0,4.0,62.0,6.299999999999994,62.0
62,agent,agent5,5.0,5.0,62.0,6.299999999999994,62.0
62,agent,agent6,6.0,6.0,62.0,6.299999999999994,62.0
62,agent,agent7,7.0,7.0,62.0,6.299999999999994,62.0
62,agent,agent8,8.0,8.0,62.0,6.299999999999994,62.0
62,agent,agent9,9.0,9.0,62.0,6.299999999999994,62.0
63,agent,agent0,0.0,0.0,63.0,6.399999999999993,63.0
63,agent,agent1,1.0,1.0,63.0,6.399999999999993,63.0
63,agent,agent2,2.0,2.0,63.0,6.399999999999993,63.0
63,agent,agent3,3.0,3.0,63.0,6.399999999999993,63.0
63,agent,agent4,4.0,4.0,63.0,6.399999999999993,63.0
63,agent,agent5,5.0,5.0,63.0,6.399999999999993,63.0
63,agent,agent6,6.0,6.0,63.0,6.399999999999993,63.0
63,agent,agent7,7.0,7.0,63.0,6.399999999999993,63.0
63,agent,agent8,8.0,8.0,63.0,6.399999999999993,63.0
63,agent,agent9,9.0,9.0,63.0,6.399999999999993,63.0
64,agent,agent0,0.0,0.0,64.0,6.499999999999993,64.0
64,agent,agent1,1.0,1.0,64.0,6.499999999999993,64.0
64,agent,agent2,2.0,2.0,64.0,6.499999999999993,64.0
64,agent,agent3,3.0,3.0,64.0,6.499999999999993,64.0
64,agent,agent4,4.0,4.0,64.0,6.499999999999993,64.0
64,agent,agent5,5.0,5.0,64.0,6.499999999999993,64.0
64,agent,agent6,6.0,6.0,64.0,6.499999999999993,64.0
64,agent,agent7,7.0,7.0,64.0,6.499999999999993,64.0
64,agent,agent8,8.0,8.0,64.0,6.499999999999993,64.0
64,agent,agent9,9.0,9.0,64.0,6.499999999999993,64.0
65,agent,agent0,0.0,0.0,65.0,6.5999999999999925,65.0
65,agent,agent1,1.0,1.0,65.0,6.5999999999999925,65.0
65,agent,agent2,2.0,2.0,65.0,6.5999999999999925,65.0
65,agent,agent3,3.0,3.0,65.0,6.5999999999999925,65.0
65,agent,agent4,4.0,4.0,65.0,6.5999999999999925,65.0
65,agent,agent5,5.0,5.0,65.0,6.5999999999999925,65.0
65,agent,agent6,6.0,6.0,65.0,6.5999999999999925,65.0
65,agent,agent7,7.0,7.0,65.0,6.5999999999999925,65.0
65,agent,agent8,8.0,8.0,65.0,6.5999999999999925,65.0
65,agent,agent9,9.0,9.0,65.0,6.5999999999999925,65.0
66,agent,agent0,0.0,0.0,66.0,6.699999999999992,66.0
66,agent,agent1,1.0,1.0,66.0,6.699999999999992,66.0
66,agent,agent2,2.0,2.0,66.0,6.699999999999992,66.0
66,agent,agent3,3.0,3.0,66.0,6.699999999999992,66.0
66,agent,agent4,4.0,4.0,66.0,6.699999999999992,66.0
66,agent,agent5,5.0,5.0,66.0,6.699999999999992,66.0
66,agent,agent6,6.0,6.0,66.0,6.699999999999992,66.0
66,agent,agent7,7.0,7.0,66.0,6.699999999999992,66.0
66,agent,agent8,8.0,8.0,66.0,6.699999999999992,66.0
66,agent,agent9,9.0,9.0,66.0,6.699999999999992,66.0
67,agent,agent0,0.0,0.0,67.0,6.799999999999992,67.0
67,agent,agent1,1.0,1.0,67.0,6.799999999999992,67.0
67,agent,agent2,2.0,2.0,67.0,6.799999999999992,67.0
67,agent,agent3,3.0,3.0,67.0,6.799999999999992,67.0
67,agent,agent4,4.0,4.0,67.0,6.799999999999992,67.0
67,agent,agent5,5.0,5.0,67.0,6.799999999999992,67.0
67,agent,agent6,6.0,6.0,67.0,6.799999999999992,67.0
67,agent,agent7,7.0,7.0,67.0,6.799999999999992,67.0
67,agent,agent8,8.0,8.0,67.0,6.799999999999992,67.0
67,agent,agent9,9.0,9.0,67.0,6.799999999999992,67.0
68,agent,agent0,0.0,0.0,68.0,6.8999999999999915,68.0
68,agent,agent1,1.0,1.0,68.0,6.8999999999999915,68.0
68,agent,agent2,2.0,2.0,68.0,6.8999999999999915,68.0
68,agent,agent3,3.0,3.0,68.0,6.8999999999999915,68.0
68,agent,agent4,4.0,4.0,68.0,6.8999999999999915,68.0
68,agent,agent5,5.0,5.0,68.0,6.8999999999999915,68.0
68,agent,agent6,6.0,6.0,68.0,6.8999999999999915,68.0
68,agent,agent7,7.0,7.0,68.0,6.8999999999999915,68.0
68,agent,agent8,8.0,8.0,68.0,6.8999999999999915,68.0
68,agent,agent9,9.0,9.0,68.0,6.8999999999999915,68.0
69,agent,agent0,0.0,0.0,69.0,6.999999999999991,69.0
69,agent,agent1,1.0,1.0,69.0,6.999999999999991,69.0
69,agent,agent2,2.0,2.0,69.0,6.999999999999991,69.0
69,agent,agent3,3.0,3.0,69.0,6.999999999999991,69.0
69,agent,agent4,4.0,4.0,69.0,6.999999999999991,69.0
69,agent,agent5,5.0,5.0,69.0,6.999999999999991,69.0
69,agent,agent6,6.0,6.0,69.0,6.999999999999991,69.0
69,agent,agent7,7.0,7.0,69.0,6.999999999999991,69.0
69,agent,agent8,8.0,8.0,69.0,6.999999999999991,69.0
69,agent,agent9,9.0,9.0,69.0,6.999999999999991,69.0
7,agent,agent0,0.0,0.0,7.0,0.7999999999999999,7.0
7,agent,agent1,1.0,1.0,7.0,0.7999999999999999,7.0
7,agent,agent2,2.0,2.0,7.0,0.7999999999999999,7.0
7,agent,agent3,3.0,3.0,7.0,0.7999999999999999,7.0
7,agent,agent4,4.0,4.0,7.0,0.7999999999999999,7.0
7,agent,agent5,5.0,5.0,7.0,0.7999999999999999,7.0
7,agent,agent6,6.0,6.0,7.0,0.7999999999999999,7.0
7,agent,agent7,7.0,7.0,7.0,0.7999999999999999,7.0
7,agent,agent8,8.0,8.0,7.0,0.7999999999999999,7.0
7,agent,agent9,9.0,9.0,7.0,0.7999999999999999,7.0
70,agent,agent0,0.0,0.0,70.0,7.099999999999991,70.0
70,agent,agent1,1.0,1.0,70.0,7.099999999999991,70.0
70,agent,agent2,2.0,2.0,70.0,7.099999999999991,70.0
70,agent,agent3,3.0,3.0,70.0,7.099999999999991,70.0
70,agent,agent4,4.0,4.0,70.0,7.099999999999991,70.0
70,agent,agent5,5.0,5.0,70.0,7.099999999999991,70.0
70,agent,agent6,6.0,6.0,70.0,7.099999999999991,70.0
70,agent,agent7,7.0,7.0,70.0,7.099999999999991,70.0
70,agent,agent8,8.0,8.0,70.0,7.099999999999991,70.0
70,agent,agent9,9.0,9.0,70.0,7.099999999999991,70.0
71,agent,agent0,0.0,0.0,71.0,7.19999999999999,71.0
71,agent,agent1,1.0,1.0,71.0,7.19999999999999,71.0
71,agent,agent2,2.0,2.0,71.0,7.19999999999999,71.0
71,agent,agent3,3.0,3.0,71.0,7.19999999999999,71.0
71,agent,agent4,4.0,4.0,71.0,7.19999999999999,71.0
71,agent,agent5,5.0,5.0,71.0,7.19999999999999,71.0
71,agent,agent6,6.0,6.0,71.0,7.19999999999999,71.0
71,agent,agent7,7.0,7.0,71.0,7.19999999999999,71.0
71,agent,agent8,8.0,8.0,71.0,7.19999999999999,71.0
71,agent,agent9,9.0,9.0,71.0,7.19999999999999,71.0
72,agent,agent0,0.0,0.0,72.0,7.29999999999999,72.0
72,agent,agent1,1.0,1.0,72.0,7.29999999999999,72.0
72,agent,agent2,2.0,2.0,72.0,7.29999999999999,72.0
72,agent,agent3,3.0,3.0,72.0,7.29999999999999,72.0
72,agent,agent4,4.0,4.0,72.0,7.29999999999999,72.0
72,agent,agent5,5.0,5.0,72.0,7.29999999999999,72.0
72,agent,agent6,6.0,6.0,72.0,7.29999999999999,72.0
72,agent,agent7,7.0,7.0,72.0,7.29999999999999,72.0
72,agent,agent8,8.0,8.0,72.0,7.29999999999999,72.0
72,agent,agent9,9.0,9.0,72.0,7.29999999999999,72.0
73,agent,agent0,0.0,0.0,73.0,7.39999999999999,73.0
73,agent,agent1,1.0,1.0,73.0,7.39999999999999,73.0
73,agent,agent2,2.0,2.0,73.0,7.39999999999999,73.0
73,agent,agent3,3.0,3.0,73.0,7.39999999999999,73.0
73,agent,agent4,4.0,4.0,73.0,7.39999999999999,73.0
73,agent,agent5,5.0,5.0,73.0,7.39999999999999,73.0
73,agent,agent6,6.0,6.0,73.0,7.39999999999999,73.0
73,agent,agent7,7.0,7.0,73.0,7.39999999999999,73.0
73,agent,agent8,8.0,8.0,73.0,7.39999999999999,73.0
73,agent,agent9,9.0,9.0,73.0,7.39999999999999,73.0
74,agent,agent0,0.0,0.0,74.0,7.499999999999989,74.0
74,agent,agent1,1.0,1.0,74.0,7.499999999999989,74.0
74,agent,agent2,2.0,2.0,74.0,7.499999999999989,74.0
74,agent,agent3,3.0,3.0,74.0,7.499999999999989,74.0
74,agent,agent4,4.0,4.0,74.0,7.499999999999989,74.0
74,agent,agent5,5.0,5.0,74.0,7.499999999999989,74.0
74,agent,agent6,6.0,6.0,74.0,7.499999999999989,74.0
74,agent,agent7,7.0,7.0,74.0,7.499999999999989,74.0
74,agent,agent8,8.0,8.0,74.0,7.499999999999989,74.0
74,agent,agent9,9.0,9.0,74.0,7.499999999999989,74.0
75,agent,agent0,0.0,0.0,75.0,7.599999999999989,75.0
75,agent,agent1,1.0,1.0,75.0,7.599999999999989,75.0
75,agent,agent2,2.0,2.0,75.0,7.599999999999989,75.0
75,agent,agent3,3.0,3.0,75.0,7.599999999999989,75.0
75,agent,agent4,4.0,4.0,75.0,7.599999999999989,75.0
75,agent,agent5,5.0,5.0,75.0,7.599999999999989,75.0
75,agent,agent6,6.0,6.0,75.0,7.599999999999989,75.0
75,agent,agent7,7.0,7.0,75.0,7.599999999999989,75.0
75,agent,agent8,8.0,8.0,75.0,7.599999999999989,75.0
75,agent,agent9,9.0,9.0,75.0,7.599999999999989,75.0
76,agent,agent0,0.0,0.0,76.0,7.699999999999989,76.0
76,agent,agent1,1.0,1.0,76.0,7.699999999999989,76.0
76,agent,agent2,2.0,2.0,76.0,7.699999999999989,76.0
76,agent,agent3,3.0,3.0,76.0,7.699999999999989,76.0
76,agent,agent4,4.0,4.0,76.0,7.699999999999989,76.0
76,agent,agent5,5.0,5.0,76.0,7.699999999999989,76.0
76,agent,agent6,6.0,6.0,76.0,7.699999999999989,76.0
76,agent,agent7,7.0,7.0,76.0,7.699999999999989,76.0
76,agent,agent8,8.0,8.0,76.0,7.699999999999989,76.0
76,agent,agent9,9.0,9.0,76.0,7.699999999999989,76.0
77,agent,agent0,0.0,0.0,77.0,7.799999999999988,77.0
77,agent,agent1,1.0,1.0,77.0,7.799999999999988,77.0
77,agent,agent2,2.0,2.0,77.0,7.799999999999988,77.0
77,agent,agent3,3.0,3.0,77.0,7.799999999999988,77.0
77,agent,agent4,4.0,4.0,77.0,7.799999999999988,77.0
77,agent,agent5,5.0,5.0,77.0,7.799999999999988,77.0
77,agent,agent6,6.0,6.0,77.0,7.799999999999988,77.0
77,agent,agent7,7.0,7.0,77.0,7.799999999999988,77.0
77,agent,agent8,8.0,8.0,77.0,7.799999999999988,77.0
77,agent,agent9,9.0,9.0,77.0,7.799999999999988,77.0
78,agent,agent0,0.0,0.0,78.0,7.899999999999988,78.0
78,agent,agent1,1.0,1.0,78.0,7.899999999999988,78.0
78,agent,agent2,2.0,2.0,78.0,7.899999999999988,78.0
78,agent,agent3,3.0,3.0,78.0,7.899999999999988,78.0
78,agent,agent4,4.0,4.0,78.0,7.899999999999988,78.0
78,agent,agent5,5.0,5.0,78.0,7.899999999999988,78.0
78,agent,agent6,6.0,6.0,78.0,7.899999999999988,78.0
78,agent,agent7,7.0,7.0,78.0,7.899999999999988,78.0
78,agent,agent8,8.0,8.0,78.0,7.899999999999988,78.0
78,agent,agent9,9.0,9.0,78.0,7.899999999999988,78.0
79,agent,agent0,0.0,0.0,79.0,7.999999999999988,79.0
79,agent,agent1,1.0,1.0,79.0,7.999999999999988,79.0
79,agent,agent2,2.0,2.0,79.0,7.999999999999988,79.0
79,agent,agent3,3.0,3.0,79.0,7.999999999999988,79.0
79,agent,agent4,4.0,4.0,79.0,7.999999999999988,79.0
79,agent,agent5,5.0,5.0,79.0,7.999999999999988,79.0
79,agent,agent6,6.0,6.0,79.0,7.999999999999988,79.0
79,agent,agent7,7.0,7.0,79.0,7.999999999999988,79.0
79,agent,agent8,8.0,8.0,79.0,7.999999999999988,79.0
79,agent,agent9,9.0,9.0,79.0,7.999999999999988,79.0
8,agent,agent0,0.0,0.0,8.0,0.8999999999999999,8.0
8,agent,agent1,1.0,1.0,8.0,0.8999999999999999,8.0
8,agent,agent2,2.0,2.0,8.0,0.8999999999999999,8.0
8,agent,agent3,3.0,3.0,8.0,0.8999999999999999,8.0
8,agent,agent4,4.0,4.0,8.0,0.8999999999999999,8.0
8,agent,agent5,5.0,5.0,8.0,0.8999999999999999,8.0
8,agent,agent6,6.0,6.0,8.0,0.8999999999999999,8.0
8,agent,agent7,7.0,7.0,8.0,0.8999999999999999,8.0
8,agent,agent8,8.0,8.0,8.0,0.8999999999999999,8.0
8,agent,agent9,9.0,9.0,8.0,0.8999999999999999,8.0
80,agent,agent0,0.0,0.0,80.0,8.099999999999987,80.0
80,agent,agent1,1.0,1.0,80.0,8.099999999999987,80.0
80,agent,agent2,2.0,2.0,80.0,8.099999999999987,80.0
80,agent,agent3,3.0,3.0,80.0,8.099999999999987,80.0
80,agent,agent4,4.0,4.0,80.0,8.099999999999987,80.0
80,agent,agent5,5.0,5.0,80.0,8.099999999999987,80.0
80,agent,agent6,6.0,6.0,80.0,8.099999999999987,80.0
80,agent,agent7,7.0,7.0,80.0,8.099999999999987,80.0
80,agent,agent8,8.0,8.0,80.0,8.099999999999987,80.0
80,agent,agent9,9.0,9.0,80.0,8.099999999999987,80.0
81,agent,agent0,0.0,0.0,81.0,8.199999999999987,81.0
81,agent,agent1,1.0,1.0,81.0,8.199999999999987,81.0
81,agent,agent2,2.0,2.0,81.0,8.199999999999987,81.0
81,agent,agent3,3.0,3.0,81.0,8.199999999999987,81.0
81,agent,agent4,4.0,4.0,81.0,8.199999999999987,81.0
81,agent,agent5,5.0,5.0,81.0,8.199999999999987,81.0
81,agent,agent6,6.0,6.0,81.0,8.199999999999987,81.0
81,agent,agent7,7.0,7.0,81.0,8.199999999999987,81.0
81,agent,agent8,8.0,8.0,81.0,8.199999999999987,81.0
81,agent,agent9,9.0,9.0,81.0,8.199999999999987,81.0
82,agent,agent0,0.0,0.0,82.0,8.299999999999986,82.0
82,agent,agent1,1.0,1.0,82.0,8.299999999999986,82.0
82,agent,agent2,2.0,2.0,82.0,8.299999999999986,82.0
82,agent,agent3,3.0,3.0,82.0,8.299999999999986,82.0
82,agent,agent4,4.0,4.0,82.0,8.299999999999986,82.0
82,agent,agent5,5.0,5.0,82.0,8.299999999999986,82.0
82,agent,agent6,6.0,6.0,82.0,8.299999999999986,82.0
82,agent,agent7,7.0,7.0,82.0,8.299999999999986,82.0
82,agent,agent8,8.0,8.0,82.0,8.299999999999986,82.0
82,agent,agent9,9.0,9.0,82.0,8.299999999999986,82.0
83,agent,agent0,0.0,0.0,83.0,8.399999999999986,83.0
83,agent,agent1,1.0,1.0,83.0,8.399999999999986,83.0
83,agent,agent2,2.0,2.0,83.0,8.399999999999986,83.0
83,agent,agent3,3.0,3.0,83.0,8.399999999999986,83.0
83,agent,agent4,4.0,4.0,83.0,8.399999999999986,83.0
83,agent,agent5,5.0,5.0,83.0,8.399999999999986,83.0
83,agent,agent6,6.0,6.0,83.0,8.399999999999986,83.0
83,agent,agent7,7.0,7.0,83.0,8.399999999999986,83.0
83,agent,agent8,8.0,8.0,83.0,8.399999999999986,83.0
83,agent,agent9,9.0,9.0,83.0,8.399999999999986,83.0
84,agent,agent0,0.0,0.0,84.0,8.499999999999986,84.0
84,agent,agent1,1.0,1.0,84.0,8.499999999999986,84.0
84,agent,agent2,2.0,2.0,84.0,8.499999999999986,84.0
84,agent,agent3,3.0,3.0,84.0,8.499999999999986,84.0
84,agent,agent4,4.0,4.0,84.0,8.499999999999986,84.0
84,agent,agent5,5.0,5.0,84.0,8.499999999999986,84.0
84,agent,agent6,6.0,6.0,84.0,8.499999999999986,84.0
84,agent,agent7,7.0,7.0,84.0,8.499999999999986,84.0
84,agent,agent8,8.0,8.0,84.0,8.499999999999986,84.0
84,agent,agent9,9.0,9.0,84.0,8.499999999999986,84.0
85,agent,agent0,0.0,0.0,85.0,8.599999999999985,85.0
85,agent,agent1,1.0,1.0,85.0,8.599999999999985,85.0
85,agent,agent2,2.0,2.0,85.0,8.599999999999985,85.0
85,agent,agent3,3.0,3.0,85.0,8.599999999999985,85.0
85,agent,agent4,4.0,4.0,85.0,8.599999999999985,85.0
85,agent,agent5,5.0,5.0,85.0,8.599999999999985,85.0
85,agent,agent6,6.0,6.0,85.0,8.599999999999985,85.0
85,agent,agent7,7.0,7.0,85.0,8.599999999999985,85.0
85,agent,agent8,8.0,8.0,85.0,8.599999999999985,85.0
85,agent,agent9,9.0,9.0,85.0,8.599999999999985,85.0
